"tcga_id"	"cohort"	"purity"	"log2_bap1"	"low_expresser"	"copynumber_absolute_bap1"	"bap1_segment_location"	"bap1_segment_width"	"altered_status"	"alteration_type"
"TCGA-W2-A7HF-01"	"TCGA-PCPG"	0.88	11.5333990899328	TRUE	1	"chr3:37463759-194849405"	157385647	"altered"	"copynumber"
"TCGA-RW-A7D0-01"	"TCGA-PCPG"	0.65	12.1919035301681	FALSE	2	"chr3:43199781-56226813"	13027033	"unaltered"	"unaltered"
"TCGA-RT-A6YA-01"	"TCGA-PCPG"	0.79	11.572072813173	TRUE	3	"chr3:2170634-197812401"	195641768	"unaltered"	"unaltered"
"TCGA-SP-A6QF-01"	"TCGA-PCPG"	0.69	11.9109056716982	FALSE	2	"chr3:2170634-90436486"	88265853	"unaltered"	"unaltered"
"TCGA-QR-A702-01"	"TCGA-PCPG"	0.91	12.2962878868574	FALSE	2	"chr3:2170634-64162612"	61991979	"unaltered"	"unaltered"
"TCGA-QR-A6GZ-01"	"TCGA-PCPG"	0.48	11.7786513299809	FALSE	2	"chr3:2170634-197812401"	195641768	"unaltered"	"unaltered"
"TCGA-S7-A7X0-01"	"TCGA-PCPG"	0.38	12.0431449829788	FALSE	3	"chr3:2170634-197812401"	195641768	"unaltered"	"unaltered"
"TCGA-WB-A821-01"	"TCGA-PCPG"	0.55	11.9797867983763	FALSE	3	"chr3:2170634-104096397"	101925764	"unaltered"	"unaltered"
"TCGA-P7-A5NX-01"	"TCGA-PCPG"	NA	11.1969503295233	TRUE	NA	"chr3:2170634-98395918"	96225285	NA	NA
"TCGA-QR-A70T-01"	"TCGA-PCPG"	NA	11.7842265727451	FALSE	NA	"chr3:36147481-63063060"	26915580	NA	NA
"TCGA-RT-A6YC-01"	"TCGA-PCPG"	0.7	11.9625519592659	FALSE	2	"chr3:2909819-73345393"	70435575	"unaltered"	"unaltered"
"TCGA-RW-A7CZ-01"	"TCGA-PCPG"	0.41	11.6662567992684	FALSE	3	"chr3:2170634-188096614"	185925981	"unaltered"	"unaltered"
"TCGA-S7-A7X2-01"	"TCGA-PCPG"	0.75	12.1506557348003	FALSE	2	"chr3:44739802-53480791"	8740990	"unaltered"	"unaltered"
"TCGA-QR-A6GR-01"	"TCGA-PCPG"	0.7	11.8888379872465	FALSE	2	"chr3:43578901-54458503"	10879603	"unaltered"	"unaltered"
"TCGA-W2-A7HE-01"	"TCGA-PCPG"	0.5	11.866147375011	FALSE	2	"chr3:47183312-52892705"	5709394	"unaltered"	"unaltered"
"TCGA-WB-A81K-01"	"TCGA-PCPG"	0.74	11.6616326507328	FALSE	1	"chr3:11892520-53397031"	41504512	"altered"	"copynumber"
"TCGA-QR-A70K-01"	"TCGA-PCPG"	0.93	11.7854587070533	FALSE	2	"chr3:46933827-52759837"	5826011	"unaltered"	"unaltered"
"TCGA-WB-A81P-01"	"TCGA-PCPG"	0.76	12.1100704185811	FALSE	2	"chr3:2170634-128176383"	126005750	"unaltered"	"unaltered"
"TCGA-WB-A81D-01"	"TCGA-PCPG"	0.76	12.1025688326176	FALSE	2	"chr3:10293297-115871684"	105578388	"unaltered"	"unaltered"
"TCGA-W2-A7HC-01"	"TCGA-PCPG"	0.69	12.2556157358749	FALSE	2	"chr3:2170634-90315775"	88145142	"unaltered"	"unaltered"
"TCGA-QR-A7IN-01"	"TCGA-PCPG"	0.7	11.697356280439	FALSE	3	"chr3:15891958-54896566"	39004609	"unaltered"	"unaltered"
"TCGA-QR-A706-01"	"TCGA-PCPG"	0.45	11.967523208139	FALSE	3	"chr3:36141289-63240614"	27099326	"unaltered"	"unaltered"
"TCGA-QR-A70E-01"	"TCGA-PCPG"	0.85	11.8983278478838	FALSE	2	"chr3:41693201-53245901"	11552701	"unaltered"	"unaltered"
"TCGA-QR-A705-01"	"TCGA-PCPG"	NA	11.4221511670962	TRUE	NA	"chr3:47221407-59605809"	12384403	NA	NA
"TCGA-QR-A700-01"	"TCGA-PCPG"	0.74	10.8101081832429	TRUE	2	"chr3:35347936-76399010"	41051075	"unaltered"	"unaltered"
"TCGA-W2-A7H5-01"	"TCGA-PCPG"	0.78	11.34453676445	TRUE	2	"chr3:2170634-58580330"	56409697	"unaltered"	"unaltered"
"TCGA-QR-A70C-01"	"TCGA-PCPG"	0.5	11.8320999368351	FALSE	2	"chr3:11260118-56713066"	45452949	"unaltered"	"unaltered"
"TCGA-WB-A818-01"	"TCGA-PCPG"	0.75	12.1979101525116	FALSE	2	"chr3:50614187-91462299"	40848113	"unaltered"	"unaltered"
"TCGA-SR-A6MZ-01"	"TCGA-PCPG"	0.56	12.4061171653365	FALSE	2	"chr3:2170634-113677802"	111507169	"unaltered"	"unaltered"
"TCGA-QR-A70U-01"	"TCGA-PCPG"	NA	12.0314748389902	FALSE	NA	"chr3:36149159-68184292"	32035134	NA	NA
"TCGA-WB-A81W-01"	"TCGA-PCPG"	0.8	11.2734683550263	TRUE	1	"chr3:33959642-106933573"	72973932	"altered"	"copynumber"
"TCGA-TT-A6YK-01"	"TCGA-PCPG"	0.55	11.6669795856017	FALSE	3	"chr3:10588023-61141532"	50553510	"unaltered"	"unaltered"
"TCGA-QR-A70O-01"	"TCGA-PCPG"	NA	12.3208857538259	FALSE	NA	"chr3:46121309-53969377"	7848069	NA	NA
"TCGA-SP-A6QD-01"	"TCGA-PCPG"	0.8	11.9142175993567	FALSE	2	"chr3:2170634-100990152"	98819519	"unaltered"	"unaltered"
"TCGA-RW-A68B-01"	"TCGA-PCPG"	0.85	12.2659880180976	FALSE	2	"chr3:2170634-58806435"	56635802	"unaltered"	"unaltered"
"TCGA-PR-A5PF-01"	"TCGA-PCPG"	0.87	11.9780302687604	FALSE	1	"chr3:46985466-55242606"	8257141	"altered"	"copynumber"
"TCGA-WB-A819-01"	"TCGA-PCPG"	0.67	11.3218483940547	TRUE	1	"chr3:7871721-75220337"	67348617	"altered"	"copynumber"
"TCGA-RW-A689-01"	"TCGA-PCPG"	0.8	11.3746257694638	TRUE	1	"chr3:52332202-161384309"	109052108	"altered"	"copynumber"
"TCGA-RW-A68A-01"	"TCGA-PCPG"	0.84	11.5313676254216	TRUE	1	"chr3:37813562-74738065"	36924504	"altered"	"copynumber"
"TCGA-WB-A81M-01"	"TCGA-PCPG"	0.96	12.46218770912	FALSE	2	"chr3:2170634-61487212"	59316579	"unaltered"	"unaltered"
"TCGA-E2-A1L7-01"	"TCGA-BRCA"	0.78	11.8043762039741	TRUE	1	"chr3:48542672-52594800"	4052129	"altered"	"copynumber"
"TCGA-AR-A0U0-01"	"TCGA-BRCA"	0.4	12.2476105617563	FALSE	3	"chr3:2170634-67365561"	65194928	"unaltered"	"unaltered"
"TCGA-BH-A28O-01"	"TCGA-BRCA"	0.22	12.4642321893956	FALSE	2	"chr3:2170634-197812401"	195641768	"unaltered"	"unaltered"
"TCGA-A2-A0D4-01"	"TCGA-BRCA"	0.72	11.7371118929882	TRUE	2	"chr3:50923305-69877633"	18954329	"unaltered"	"unaltered"
"TCGA-E9-A1R4-01"	"TCGA-BRCA"	0.39	12.0119364053169	FALSE	2	"chr3:45174031-54043307"	8869277	"unaltered"	"unaltered"
"TCGA-AC-A62V-01"	"TCGA-BRCA"	0.66	12.9047737344151	FALSE	3	"chr3:17204900-84038496"	66833597	"unaltered"	"unaltered"
"TCGA-AC-A8OP-01"	"TCGA-BRCA"	0.42	12.3442682353471	FALSE	4	"chr3:46733286-52792531"	6059246	"unaltered"	"unaltered"
"TCGA-D8-A143-01"	"TCGA-BRCA"	0.72	12.2918386819974	FALSE	2	"chr3:45410131-52862961"	7452831	"unaltered"	"unaltered"
"TCGA-B6-A0IK-01"	"TCGA-BRCA"	0.52	9.83812045073193	TRUE	0	"chr3:52381634-52607106"	225473	"altered"	"copynumber"
"TCGA-BH-A0B1-01"	"TCGA-BRCA"	NA	11.994204292876	FALSE	NA	"chr3:35702444-65157368"	29454925	NA	NA
"TCGA-D8-A1XV-01"	"TCGA-BRCA"	0.69	12.0993004605841	FALSE	2	"chr3:2170634-197812401"	195641768	"unaltered"	"unaltered"
"TCGA-A8-A06T-01"	"TCGA-BRCA"	0.68	12.4200830402989	FALSE	4	"chr3:2170634-197812401"	195641768	"unaltered"	"unaltered"
"TCGA-A2-A4RW-01"	"TCGA-BRCA"	0.49	11.9806422807176	FALSE	1	"chr3:36120363-64113078"	27992716	"altered"	"copynumber"
"TCGA-A7-A0CD-01"	"TCGA-BRCA"	0.86	12.3878540041713	FALSE	4	"chr3:45001639-53490024"	8488386	"unaltered"	"unaltered"
"TCGA-3C-AAAU-01"	"TCGA-BRCA"	0.81	12.3708216361138	FALSE	2	"chr3:51343072-53332107"	1989036	"unaltered"	"unaltered"
"TCGA-D8-A1XB-01"	"TCGA-BRCA"	0.63	12.2150629851772	FALSE	2	"chr3:50450987-170020457"	119569471	"unaltered"	"unaltered"
"TCGA-B6-A0WV-01"	"TCGA-BRCA"	0.64	12.4027481987211	FALSE	3	"chr3:51677986-66425213"	14747228	"unaltered"	"unaltered"
"TCGA-E2-A155-01"	"TCGA-BRCA"	0.82	11.4958077786639	TRUE	1	"chr3:43164470-58223696"	15059227	"altered"	"copynumber"
"TCGA-C8-A134-01"	"TCGA-BRCA"	0.65	12.2028390655803	FALSE	1	"chr3:31646029-71063673"	39417645	"altered"	"copynumber"
"TCGA-BH-A0BS-01"	"TCGA-BRCA"	0.81	11.8437230856262	TRUE	2	"chr3:5295833-63322192"	58026360	"unaltered"	"unaltered"
"TCGA-AR-A0TS-01"	"TCGA-BRCA"	0.29	12.1109454890303	FALSE	1	"chr3:28270153-56397867"	28127715	"altered"	"copynumber"
"TCGA-A2-A0CO-01"	"TCGA-BRCA"	0.63	12.5320085625922	FALSE	2	"chr3:38255495-55265963"	17010469	"unaltered"	"unaltered"
"TCGA-AR-A24T-01"	"TCGA-BRCA"	NA	11.4955769898122	TRUE	NA	"chr3:19188144-81872578"	62684435	NA	NA
"TCGA-D8-A1JP-01"	"TCGA-BRCA"	0.68	11.7768126497197	TRUE	1	"chr3:43485760-55155202"	11669443	"altered"	"copynumber"
"TCGA-A8-A06U-01"	"TCGA-BRCA"	0.67	11.4213762637763	TRUE	2	"chr3:32838171-59720118"	26881948	"unaltered"	"unaltered"
"TCGA-A2-A259-01"	"TCGA-BRCA"	0.44	12.0031877748409	FALSE	2	"chr3:2170634-107506831"	105336198	"unaltered"	"unaltered"
"TCGA-BH-A28Q-01"	"TCGA-BRCA"	0.66	12.0910759329968	FALSE	2	"chr3:43485636-53067624"	9581989	"unaltered"	"unaltered"
"TCGA-E2-A1IO-01"	"TCGA-BRCA"	0.55	11.8503772901796	TRUE	1	"chr3:2170634-78719225"	76548592	"altered"	"copynumber"
"TCGA-AR-A252-01"	"TCGA-BRCA"	0.09	11.6137949915718	TRUE	4	"chr3:2170634-197812401"	195641768	"unaltered"	"unaltered"
"TCGA-A1-A0SN-01"	"TCGA-BRCA"	0.51	12.2854927299915	FALSE	3	"chr3:2170634-121976849"	119806216	"unaltered"	"unaltered"
"TCGA-BH-A0DI-01"	"TCGA-BRCA"	0.34	11.9407913869653	FALSE	1	"chr3:46601651-77256740"	30655090	"altered"	"copynumber"
"TCGA-AO-A0JJ-01"	"TCGA-BRCA"	0.51	11.806359318035	TRUE	2	"chr3:45777388-53460796"	7683409	"unaltered"	"unaltered"
"TCGA-BH-A0EI-01"	"TCGA-BRCA"	0.67	12.3141725653054	FALSE	2	"chr3:2170634-115812704"	113642071	"unaltered"	"unaltered"
"TCGA-A8-A099-01"	"TCGA-BRCA"	0.86	12.1593090710621	FALSE	2	"chr3:43027314-53060285"	10032972	"unaltered"	"unaltered"
"TCGA-B6-A1KI-01"	"TCGA-BRCA"	0.31	11.9179176250135	FALSE	4	"chr3:46473285-54383295"	7910011	"unaltered"	"unaltered"
"TCGA-B6-A0IM-01"	"TCGA-BRCA"	0.78	12.6272936865534	FALSE	2	"chr3:41835922-54702727"	12866806	"unaltered"	"unaltered"
"TCGA-BH-A0W5-01"	"TCGA-BRCA"	0.33	12.0317404575692	FALSE	2	"chr3:2170634-197812401"	195641768	"unaltered"	"unaltered"
"TCGA-AQ-A7U7-01"	"TCGA-BRCA"	0.26	12.3444005376517	FALSE	2	"chr3:2170634-62157731"	59987098	"unaltered"	"unaltered"
"TCGA-AC-A4ZE-01"	"TCGA-BRCA"	0.75	12.4463565114837	FALSE	4	"chr3:46927313-53190213"	6262901	"unaltered"	"unaltered"
"TCGA-A8-A08R-01"	"TCGA-BRCA"	0.48	12.2586181394656	FALSE	2	"chr3:42230626-53570767"	11340142	"unaltered"	"unaltered"
"TCGA-E9-A22A-01"	"TCGA-BRCA"	0.4	12.0591133380664	FALSE	2	"chr3:49867922-53755544"	3887623	"unaltered"	"unaltered"
"TCGA-A2-A25B-01"	"TCGA-BRCA"	NA	11.0903381042199	TRUE	NA	"chr3:45870750-62307213"	16436464	NA	NA
"TCGA-BH-A0B0-01"	"TCGA-BRCA"	0.55	12.1612492214091	FALSE	2	"chr3:2170634-197812401"	195641768	"unaltered"	"unaltered"
"TCGA-AR-A0TW-01"	"TCGA-BRCA"	0.48	12.6290235830374	FALSE	3	"chr3:52381634-53240586"	858953	"unaltered"	"unaltered"
"TCGA-AO-A0JD-01"	"TCGA-BRCA"	0.62	12.3562569242494	FALSE	2	"chr3:36695432-62204416"	25508985	"unaltered"	"unaltered"
"TCGA-E2-A15T-01"	"TCGA-BRCA"	0.87	12.5792536047296	FALSE	2	"chr3:2170634-73638465"	71467832	"unaltered"	"unaltered"
"TCGA-AN-A0FL-01"	"TCGA-BRCA"	0.94	12.0143395468334	FALSE	1	"chr3:42434396-53511535"	11077140	"altered"	"copynumber"
"TCGA-C8-A12Y-01"	"TCGA-BRCA"	0.76	11.555217223224	TRUE	1	"chr3:20380340-66693572"	46313233	"altered"	"copynumber"
"TCGA-E2-A14V-01"	"TCGA-BRCA"	0.5	11.751172250167	TRUE	2	"chr3:4829788-78673228"	73843441	"unaltered"	"unaltered"
"TCGA-B6-A0IA-01"	"TCGA-BRCA"	0.91	12.2203341109138	FALSE	3	"chr3:45547919-52472439"	6924521	"unaltered"	"unaltered"
"TCGA-AN-A0FF-01"	"TCGA-BRCA"	0.74	12.1165262419784	FALSE	2	"chr3:2170634-134546661"	132376028	"unaltered"	"unaltered"
"TCGA-A2-A3XX-01"	"TCGA-BRCA"	0.55	12.3484355194991	FALSE	2	"chr3:2170634-98677498"	96506865	"unaltered"	"unaltered"
"TCGA-A7-A26F-01"	"TCGA-BRCA"	0.46	11.2447575495451	TRUE	1	"chr3:31405013-54568926"	23163914	"altered"	"copynumber"
"TCGA-E9-A5UP-01"	"TCGA-BRCA"	0.79	12.9821048292094	FALSE	4	"chr3:2170634-197812401"	195641768	"unaltered"	"unaltered"
"TCGA-BH-A0HL-01"	"TCGA-BRCA"	NA	12.5859775425204	FALSE	NA	"chr3:46637849-53374460"	6736612	NA	NA
"TCGA-E2-A14R-01"	"TCGA-BRCA"	0.79	11.7041817253722	TRUE	2	"chr3:46985466-54003962"	7018497	"unaltered"	"unaltered"
"TCGA-GM-A5PV-01"	"TCGA-BRCA"	0.62	12.2655649308239	FALSE	2	"chr3:2170634-173936145"	171765512	"unaltered"	"unaltered"
"TCGA-A2-A0CL-01"	"TCGA-BRCA"	0.14	11.8149677756183	TRUE	2	"chr3:37395967-77260829"	39864863	"unaltered"	"unaltered"
"TCGA-A1-A0SP-01"	"TCGA-BRCA"	0.63	11.8688919591424	FALSE	1	"chr3:50429251-72645333"	22216083	"altered"	"copynumber"
"TCGA-C8-A278-01"	"TCGA-BRCA"	0.25	11.832438275638	TRUE	4	"chr3:28043379-56823405"	28780027	"unaltered"	"unaltered"
"TCGA-A2-A0CQ-01"	"TCGA-BRCA"	0.8	12.1701217737286	FALSE	2	"chr3:2170634-197812401"	195641768	"unaltered"	"unaltered"
"TCGA-A8-A08J-01"	"TCGA-BRCA"	0.63	12.5346527769982	FALSE	4	"chr3:50837715-90453712"	39615998	"unaltered"	"unaltered"
"TCGA-E9-A1QZ-01"	"TCGA-BRCA"	0.3	11.8402850844865	TRUE	2	"chr3:2170634-88596182"	86425549	"unaltered"	"unaltered"
"TCGA-BH-A6R8-01"	"TCGA-BRCA"	0.72	12.4472026809409	FALSE	2	"chr3:2170634-73597737"	71427104	"unaltered"	"unaltered"
"TCGA-A8-A09W-01"	"TCGA-BRCA"	0.73	12.085150529702	FALSE	2	"chr3:38023244-99603594"	61580351	"unaltered"	"unaltered"
"TCGA-AC-A2BM-01"	"TCGA-BRCA"	0.58	12.3918436237423	FALSE	4	"chr3:47052132-52910069"	5857938	"unaltered"	"unaltered"
"TCGA-D8-A27W-01"	"TCGA-BRCA"	0.44	12.2381253972068	FALSE	4	"chr3:43731252-52852259"	9121008	"unaltered"	"unaltered"
"TCGA-BH-A0H0-01"	"TCGA-BRCA"	0.87	12.1275923807924	FALSE	2	"chr3:2170634-95431145"	93260512	"unaltered"	"unaltered"
"TCGA-BH-A18T-01"	"TCGA-BRCA"	0.7	11.8222627459845	TRUE	2	"chr3:46609369-53503852"	6894484	"unaltered"	"unaltered"
"TCGA-E2-A1IN-01"	"TCGA-BRCA"	0.6	12.2674896430939	FALSE	4	"chr3:2170634-197812401"	195641768	"unaltered"	"unaltered"
"TCGA-BH-A0H9-01"	"TCGA-BRCA"	0.34	12.3949119420856	FALSE	2	"chr3:2170634-197812401"	195641768	"unaltered"	"unaltered"
"TCGA-E2-A14S-01"	"TCGA-BRCA"	0.79	12.2047743571905	FALSE	2	"chr3:47166350-52805027"	5638678	"unaltered"	"unaltered"
"TCGA-BH-A0BQ-01"	"TCGA-BRCA"	0.4	12.3208959685559	FALSE	2	"chr3:2170634-58103789"	55933156	"unaltered"	"unaltered"
"TCGA-A8-A07I-01"	"TCGA-BRCA"	0.71	12.360241537896	FALSE	2	"chr3:2170634-53805250"	51634617	"unaltered"	"unaltered"
"TCGA-B6-A0IE-01"	"TCGA-BRCA"	0.59	11.4673925592351	TRUE	1	"chr3:46585375-53671801"	7086427	"altered"	"copynumber"
"TCGA-D8-A27K-01"	"TCGA-BRCA"	0.54	12.1092772740358	FALSE	2	"chr3:2170634-89065373"	86894740	"unaltered"	"unaltered"
"TCGA-AO-A1KS-01"	"TCGA-BRCA"	0.64	10.5779882174493	TRUE	2	"chr3:31446153-87437891"	55991739	"unaltered"	"unaltered"
"TCGA-AO-A12A-01"	"TCGA-BRCA"	0.41	11.9171047383761	FALSE	3	"chr3:2170634-197812401"	195641768	"unaltered"	"unaltered"
"TCGA-GM-A2DO-01"	"TCGA-BRCA"	0.36	12.2583941318834	FALSE	2	"chr3:35552628-197812401"	162259774	"unaltered"	"unaltered"
"TCGA-LD-A9QF-01"	"TCGA-BRCA"	NA	12.4571165944971	FALSE	NA	"chr3:2170634-86212375"	84041742	NA	NA
"TCGA-A7-A26G-01"	"TCGA-BRCA"	0.38	11.5500146115336	TRUE	2	"chr3:52315396-52661634"	346239	"unaltered"	"unaltered"
"TCGA-C8-A274-01"	"TCGA-BRCA"	0.79	12.0793854988718	FALSE	3	"chr3:52145372-55545993"	3400622	"unaltered"	"unaltered"
"TCGA-AN-A0AT-01"	"TCGA-BRCA"	0.64	11.9852073193219	FALSE	1	"chr3:48274287-64134376"	15860090	"altered"	"copynumber"
"TCGA-BH-A0H7-01"	"TCGA-BRCA"	0.63	11.6599912899098	TRUE	2	"chr3:49814408-57241117"	7426710	"unaltered"	"unaltered"
"TCGA-D8-A1XG-01"	"TCGA-BRCA"	0.83	12.1446816765656	FALSE	2	"chr3:36580184-61067399"	24487216	"unaltered"	"unaltered"
"TCGA-E2-A14U-01"	"TCGA-BRCA"	0.24	12.4334852181059	FALSE	2	"chr3:2170634-59652761"	57482128	"unaltered"	"unaltered"
"TCGA-BH-A0E0-01"	"TCGA-BRCA"	0.57	11.9347495095346	FALSE	2	"chr3:41693201-90406012"	48712812	"unaltered"	"unaltered"
"TCGA-BH-A0B7-01"	"TCGA-BRCA"	0.25	12.1968144181938	FALSE	2	"chr3:9926542-173437835"	163511294	"unaltered"	"unaltered"
"TCGA-S3-AA10-01"	"TCGA-BRCA"	0.38	12.3357228028674	FALSE	2	"chr3:40984570-62814783"	21830214	"unaltered"	"unaltered"
"TCGA-A8-A076-01"	"TCGA-BRCA"	0.58	12.2382965005306	FALSE	4	"chr3:40784304-87366148"	46581845	"unaltered"	"unaltered"
"TCGA-B6-A0RN-01"	"TCGA-BRCA"	0.79	12.2674810175557	FALSE	2	"chr3:2170634-78726794"	76556161	"unaltered"	"unaltered"
"TCGA-AR-A1AJ-01"	"TCGA-BRCA"	0.19	12.3980219080755	FALSE	3	"chr3:2170634-82537364"	80366731	"unaltered"	"unaltered"
"TCGA-E9-A1RE-01"	"TCGA-BRCA"	0.77	12.319045577709	FALSE	3	"chr3:36646112-59680883"	23034772	"unaltered"	"unaltered"
"TCGA-AC-A3YI-01"	"TCGA-BRCA"	1	12.3795282410333	FALSE	2	"chr3:2170634-157716794"	155546161	"unaltered"	"unaltered"
"TCGA-BH-A1F0-01"	"TCGA-BRCA"	0.19	11.8832253387945	FALSE	2	"chr3:13539536-75800481"	62260946	"unaltered"	"unaltered"
"TCGA-A1-A0SJ-01"	"TCGA-BRCA"	0.61	11.9222274432491	FALSE	3	"chr3:2170634-94312538"	92141905	"unaltered"	"unaltered"
"TCGA-A7-A4SA-01"	"TCGA-BRCA"	0.43	11.9321939092001	FALSE	1	"chr3:43526708-66248537"	22721830	"altered"	"copynumber"
"TCGA-BH-A8FZ-01"	"TCGA-BRCA"	0.35	12.1769752967609	FALSE	2	"chr3:43969561-53397031"	9427471	"unaltered"	"unaltered"
"TCGA-BH-A0BT-01"	"TCGA-BRCA"	0.66	12.6083808270423	FALSE	4	"chr3:52257719-53710693"	1452975	"unaltered"	"unaltered"
"TCGA-OL-A5RV-01"	"TCGA-BRCA"	0.46	12.2316940936756	FALSE	2	"chr3:2170634-95715954"	93545321	"unaltered"	"unaltered"
"TCGA-OL-A66O-01"	"TCGA-BRCA"	0.74	12.8587700163681	FALSE	4	"chr3:44158266-53480791"	9322526	"unaltered"	"unaltered"
"TCGA-BH-A18K-01"	"TCGA-BRCA"	0.58	12.0276230920691	FALSE	3	"chr3:7741629-58922414"	51180786	"unaltered"	"unaltered"
"TCGA-A8-A06Y-01"	"TCGA-BRCA"	0.92	12.4536842289285	FALSE	2	"chr3:2170634-197812401"	195641768	"unaltered"	"unaltered"
"TCGA-LL-A5YL-01"	"TCGA-BRCA"	0.56	11.7764951380321	TRUE	1	"chr3:37528979-108095509"	70566531	"altered"	"copynumber"
"TCGA-BH-A0AZ-01"	"TCGA-BRCA"	0.51	11.7864422168963	TRUE	1	"chr3:48215640-62163266"	13947627	"altered"	"copynumber"
"TCGA-B6-A0X0-01"	"TCGA-BRCA"	0.67	12.426156460418	FALSE	2	"chr3:10096385-94017382"	83920998	"unaltered"	"unaltered"
"TCGA-BH-A0EA-01"	"TCGA-BRCA"	0.54	12.3112473766338	FALSE	2	"chr3:2170634-153422006"	151251373	"unaltered"	"unaltered"
"TCGA-AR-A0TT-01"	"TCGA-BRCA"	0.39	12.0041144949861	FALSE	2	"chr3:31469182-55644414"	24175233	"unaltered"	"unaltered"
"TCGA-A7-A5ZW-01"	"TCGA-BRCA"	0.57	12.129509104058	FALSE	2	"chr3:19964543-197812401"	177847859	"unaltered"	"unaltered"
"TCGA-AO-A1KT-01"	"TCGA-BRCA"	0.74	12.6241880090292	FALSE	2	"chr3:15738043-52750158"	37012116	"unaltered"	"unaltered"
"TCGA-BH-A0BG-01"	"TCGA-BRCA"	0.54	11.6878200865437	TRUE	2	"chr3:11757017-91462299"	79705283	"unaltered"	"unaltered"
"TCGA-BH-A1FL-01"	"TCGA-BRCA"	0.82	12.4262971170245	FALSE	2	"chr3:2170634-79933451"	77762818	"unaltered"	"unaltered"
"TCGA-D8-A27F-01"	"TCGA-BRCA"	0.77	11.9375626399242	FALSE	1	"chr3:10976909-57964495"	46987587	"altered"	"mutation+copynumber"
"TCGA-B6-A409-01"	"TCGA-BRCA"	0.25	12.3134326608599	FALSE	4	"chr3:41789150-53812897"	12023748	"unaltered"	"unaltered"
"TCGA-E9-A248-01"	"TCGA-BRCA"	0.27	11.7730319418384	TRUE	3	"chr3:2170634-119423342"	117252709	"unaltered"	"unaltered"
"TCGA-BH-A1FH-01"	"TCGA-BRCA"	NA	11.9345551725498	FALSE	NA	"chr3:2170634-71096523"	68925890	NA	NA
"TCGA-A7-A3IZ-01"	"TCGA-BRCA"	0.9	12.5420245013664	FALSE	2	"chr3:42326560-53183934"	10857375	"unaltered"	"unaltered"
"TCGA-A2-A0ST-01"	"TCGA-BRCA"	NA	12.1228188886873	FALSE	NA	"chr3:29638604-129602767"	99964164	NA	NA
"TCGA-E9-A22H-01"	"TCGA-BRCA"	0.69	11.8719881188195	FALSE	2	"chr3:36318381-74509830"	38191450	"unaltered"	"unaltered"
"TCGA-A7-A0D9-01"	"TCGA-BRCA"	0.8	12.1663410457233	FALSE	2	"chr3:30151286-82706220"	52554935	"unaltered"	"unaltered"
"TCGA-A2-A0SX-01"	"TCGA-BRCA"	0.57	11.6760616591456	TRUE	1	"chr3:41227470-75220337"	33992868	"altered"	"copynumber"
"TCGA-BH-A0B3-01"	"TCGA-BRCA"	0.61	12.2901417175202	FALSE	1	"chr3:17549761-80008419"	62458659	"altered"	"copynumber"
"TCGA-E2-A15K-01"	"TCGA-BRCA"	0.7	12.2577520506042	FALSE	2	"chr3:50714338-58173170"	7458833	"unaltered"	"unaltered"
"TCGA-AN-A0XO-01"	"TCGA-BRCA"	0.67	12.293648073653	FALSE	2	"chr3:38177166-59026360"	20849195	"unaltered"	"unaltered"
"TCGA-BH-A0HF-01"	"TCGA-BRCA"	NA	12.2173002660269	FALSE	NA	"chr3:50896384-52837913"	1941530	NA	NA
"TCGA-LD-A7W5-01"	"TCGA-BRCA"	0.26	12.5882318329944	FALSE	3	"chr3:42661604-81745591"	39083988	"unaltered"	"unaltered"
"TCGA-E2-A14Y-01"	"TCGA-BRCA"	0.78	12.0826949162704	FALSE	2	"chr3:46527514-53535524"	7008011	"unaltered"	"unaltered"
"TCGA-D8-A1XT-01"	"TCGA-BRCA"	0.56	11.8436453892189	TRUE	1	"chr3:46831514-53149369"	6317856	"altered"	"copynumber"
"TCGA-3C-AALI-01"	"TCGA-BRCA"	0.64	12.1487549652482	FALSE	2	"chr3:42334642-53721395"	11386754	"unaltered"	"unaltered"
"TCGA-B6-A0RL-01"	"TCGA-BRCA"	0.91	12.8027930364906	FALSE	2	"chr3:11208031-53737887"	42529857	"unaltered"	"unaltered"
"TCGA-E9-A22E-01"	"TCGA-BRCA"	0.41	11.9205537942695	FALSE	3	"chr3:51547532-52963834"	1416303	"unaltered"	"unaltered"
"TCGA-A2-A04V-01"	"TCGA-BRCA"	0.84	12.5185459889177	FALSE	2	"chr3:36434089-56231080"	19796992	"unaltered"	"unaltered"
"TCGA-BH-A18P-01"	"TCGA-BRCA"	0.77	11.7757000032174	TRUE	2	"chr3:45708230-77114931"	31406702	"unaltered"	"unaltered"
"TCGA-AC-A6NO-01"	"TCGA-BRCA"	0.77	12.450012370791	FALSE	2	"chr3:2170634-126211306"	124040673	"unaltered"	"unaltered"
"TCGA-E9-A1NG-01"	"TCGA-BRCA"	0.34	11.9235028601146	FALSE	2	"chr3:2170634-197812401"	195641768	"unaltered"	"unaltered"
"TCGA-C8-A8HP-01"	"TCGA-BRCA"	0.28	11.994658835107	FALSE	1	"chr3:2170634-83005585"	80834952	"altered"	"copynumber"
"TCGA-D8-A1JK-01"	"TCGA-BRCA"	0.41	12.061323632158	FALSE	3	"chr3:41850084-64753551"	22903468	"unaltered"	"unaltered"
